Measurement report of dcv_sheet_total,,,,,,
Generated by DesCoVer 2.6.0,,,,,,
Date,2016-10-11 03:47:34 -0500,Author,b48923,,,
,,,,,,
,,,,,,
Testbench: LIB: esd_sm8mvLib - CELL: wunchbell_patrice - VIEW: schematic_total - Tue Oct 11 03:47:55 CDT 2016,,,,,,
,,,,,,
,,,,,,
Setup: Parameters or device casing alteration,,,,,,
Err:510,,,,,,
risetime=1n start=45u ,,,,,,
,,,,,,
,,,,,,
amplitude,length,time,vin,v2p5,vclamp9,v1p0
-30,0.000001,1.8453E-006,11.8863,0.0534267,7.98186,0.677707
-30,0.000001,1.84921E-006,11.8861,0.0537846,7.98182,0.680518
-30,0.000001,0.000001857,11.8857,0.0544492,7.98175,0.685999
-30,0.000001,1.8602E-006,11.8856,0.054741,7.98175,0.688231
-30,0.000001,1.8665E-006,11.8853,0.055277,7.98174,0.692638
-30,0.000001,1.86849E-006,11.8852,0.055466,7.98173,0.69397
-30,0.000001,1.87246E-006,11.885,0.055801,7.98171,0.696559
-30,0.000001,1.8804E-006,11.8848,0.0565122,7.98171,0.701547
-30,0.000001,1.89629E-006,11.8844,0.0579012,7.9817,0.710835
-30,0.000001,1.9273E-006,11.8841,0.060657,7.98169,0.726908
-30,0.000001,1.96222E-006,11.8842,0.0637324,7.98153,0.742428
-30,0.000001,1.97259E-006,11.8843,0.0646584,7.98138,0.746625
-30,0.000001,1.99332E-006,11.8846,0.0664688,7.98093,0.754696
-30,0.000001,1.99907E-006,11.8847,0.0669823,7.98082,0.756891
-30,0.000001,2.01055E-006,11.885,0.0679741,7.98055,0.761271
-30,0.000001,2.03237E-006,11.8857,0.0698714,7.97999,0.769725
-30,0.000001,2.06466E-006,11.8878,0.0725978,7.97918,0.782744
-30,0.000001,2.07568E-006,11.8888,0.073521,7.97892,0.78736
-30,0.000001,2.09771E-006,11.8915,0.0752948,7.97842,0.796823
-30,0.000001,2.11749E-006,11.8945,0.0768492,7.97801,0.805558
-30,0.000001,2.14013E-006,11.8981,0.0785372,7.9775,0.815744
-30,0.000001,2.14577E-006,11.899,0.0789541,7.97739,0.818309
-30,0.000001,0.000002157,11.9009,0.0797478,7.97713,0.823445
-30,0.000001,2.16039E-006,11.9014,0.0799883,7.97707,0.824981
-30,0.000001,2.16709E-006,11.9026,0.0804424,7.97693,0.828043
-30,0.000001,2.17733E-006,11.9045,0.0811315,7.97676,0.832735
-30,0.000001,2.18566E-006,11.9062,0.0816684,7.97662,0.83654
-30,0.000001,2.19874E-006,11.9091,0.0824885,7.97646,0.842516
-30,0.000001,2.2249E-006,11.9169,0.0839583,7.9763,0.854348
-30,0.000001,2.23138E-006,11.9193,0.0842893,7.9763,0.857253
-30,0.000001,2.24433E-006,11.9244,0.0849073,7.97626,0.863003
-30,0.000001,2.25661E-006,11.9285,0.085476,7.97602,0.868393
-30,0.000001,2.26933E-006,11.9315,0.0859816,7.97572,0.873896
-30,0.000001,2.27241E-006,11.9322,0.0860919,7.97569,0.875226
-30,0.000001,2.27858E-006,11.9332,0.0863406,7.97549,0.87786
-30,0.000001,2.28059E-006,11.9327,0.0865572,7.97505,0.878715
