# Version 1.00
#
freq[Hz]	Trc1_S11[dB]	Trc2_S12[dB]	Trc3_S21[dB]	Trc4_S22[dB]	
1.847706813627255E+009	-1.407162395398737E+001	-2.416974690270651E+001	-2.488792391042644E+001	-1.089545891499037E+000	
1.851714529058116E+009	-1.403067156519758E+001	-2.403667703620051E+001	-2.455145186434161E+001	-1.097985160655927E+000	
1.855722244488978E+009	-1.397885120688445E+001	-2.388109785900333E+001	-2.421210404539208E+001	-1.102944028017360E+000	
1.859729959919840E+009	-1.392327083001451E+001	-2.371857874424900E+001	-2.391000127531863E+001	-1.101815705600946E+000	
1.863737675350702E+009	-1.384998324768621E+001	-2.356073712788585E+001	-2.365511077249274E+001	-1.093594903720487E+000	
1.867745390781563E+009	-1.375811851450548E+001	-2.337921035968200E+001	-2.344414467375736E+001	-1.082434513617874E+000	
1.871753106212425E+009	-1.365508805955445E+001	-2.320110206816376E+001	-2.329407698888105E+001	-1.059732007375780E+000	
1.875760821643287E+009	-1.345261916094574E+001	-2.299645102887154E+001	-2.316586235016215E+001	-1.032027705766737E+000	
1.879768537074148E+009	-1.334183250096998E+001	-2.279605488015672E+001	-2.310728197500834E+001	-9.966273989644773E-001	
1.883776252505010E+009	-1.322141083807664E+001	-2.261447406448765E+001	-2.311192023204049E+001	-9.566748024961105E-001	
1.887783967935872E+009	-1.308955316238590E+001	-2.243460504532535E+001	-2.313248774336067E+001	-9.127985506607363E-001	
1.891791683366734E+009	-1.294801884750088E+001	-2.228745275655619E+001	-2.316934450382013E+001	-8.686027288610388E-001	
1.895799398797595E+009	-1.281955199579378E+001	-2.216096740097320E+001	-2.320859174660103E+001	-8.257965850772826E-001	
1.899807114228457E+009	-1.268490476671959E+001	-2.207255794065186E+001	-2.322928679328911E+001	-7.880537015821956E-001	
1.903814829659319E+009	-1.253920375004803E+001	-2.203258841195390E+001	-2.325948906304147E+001	-7.570699731465169E-001	
1.907822545090180E+009	-1.237483719591877E+001	-2.204854425918374E+001	-2.329270782792562E+001	-7.336562823778013E-001	
1.911830260521042E+009	-1.219910472405842E+001	-2.208275807451022E+001	-2.329933105596033E+001	-7.190338541341430E-001	
1.915837975951904E+009	-1.200059993357060E+001	-2.214358776381062E+001	-2.329361547741641E+001	-7.148177154668590E-001	
1.919845691382766E+009	-1.178593788033863E+001	-2.222568716749433E+001	-2.328891045885353E+001	-7.189099456485670E-001	
1.923853406813627E+009	-1.154136008700313E+001	-2.231232914568170E+001	-2.327330235726252E+001	-7.311562658929622E-001	
1.927861122244489E+009	-1.128692528393506E+001	-2.242733257932233E+001	-2.326610512503865E+001	-7.513906511783665E-001	
1.931868837675351E+009	-1.102597071640762E+001	-2.254517124267594E+001	-2.325599490206627E+001	-7.751880212833652E-001	
1.935876553106213E+009	-1.075882389416336E+001	-2.267386861591588E+001	-2.324787631468296E+001	-8.014094805214954E-001	
1.939884268537074E+009	-1.049233838621698E+001	-2.279553526285207E+001	-2.324439686623535E+001	-8.283582932278112E-001	
1.943891983967936E+009	-1.023133910960048E+001	-2.290571275034867E+001	-2.322990177246691E+001	-8.505420983401989E-001	
1.947899699398798E+009	-9.984483236983021E+000	-2.300657478958161E+001	-2.321796068545071E+001	-8.692665544137368E-001	
1.951907414829660E+009	-9.753633378140705E+000	-2.310290733010277E+001	-2.321154979322472E+001	-8.808618900989882E-001	
1.955915130260521E+009	-9.547942044053089E+000	-2.319505876628875E+001	-2.322362495947629E+001	-8.850763138661987E-001	
1.959922845691383E+009	-9.371383455888200E+000	-2.327833731732432E+001	-2.325646982437407E+001	-8.796843782030714E-001	
1.963930561122245E+009	-9.203717407564502E+000	-2.336436769281767E+001	-2.333872256576033E+001	-8.659797135164165E-001	
1.967938276553106E+009	-9.058129302359983E+000	-2.347368090949278E+001	-2.347837011804375E+001	-8.437531899924433E-001	
1.971945991983968E+009	-8.947762441824594E+000	-2.358617258179331E+001	-2.367584322838660E+001	-8.124431039460790E-001	
1.975953707414830E+009	-8.840978702391237E+000	-2.371963714393409E+001	-2.393804801884041E+001	-7.755437546788837E-001	
1.979961422845691E+009	-8.753992181235216E+000	-2.385924008746407E+001	-2.423628222286285E+001	-7.339270729853181E-001	
1.983969138276553E+009	-8.690234497529644E+000	-2.400590612287698E+001	-2.455765466947053E+001	-6.895812077624176E-001	
1.987976853707415E+009	-8.623771958956164E+000	-2.415993313683144E+001	-2.488809666211848E+001	-6.484583986035057E-001	
1.991984569138277E+009	-8.567050771562576E+000	-2.429235986900842E+001	-2.521186615777208E+001	-6.089209758324519E-001	
1.995992284569138E+009	-8.463150024252549E+000	-2.446592201349854E+001	-2.548638015451548E+001	-5.761543058889467E-001	
2.000000000000000E+009	-8.396050266705609E+000	-2.460669206420428E+001	-2.570311285327076E+001	-5.508475671005599E-001	
